order,coupon,currency,driver,fact_km,plan_km,plan_time,user,zone
53344108,,RUB,12700954,4.532,4.27298171192884,7.35,97313127,serpukhov
93214802,,RUB,03076344,1.529,1.967361337226408,6.65,16588303,dolgoprudniy
43160299,,RUB,782327,18.05,17.375882445070754,31.316666666666666,62778696,krasnogorsk
06294467,,RUB,90637045,5.186,6.311367153895686,11.333333333333334,56664594,balashiha
43006288,,RUB,54131153,null,16.190214283197076,31.283333333333335,05612545,moscow
69063784,,RUB,729088,2.029,2.1710055627187246,5.95,58488393,lyberci
9713064,,RUB,96261212,4.821,4.84803091684101,11.6,35616459,moscow
20922807,,RUB,03357926,1.993,2.63744333240032,9.466666666666667,23464683,moscow
79583087,,RUB,65921239,7.255,2.8829178189986764,5.283333333333333,61967689,moscow
87322928,,RUB,2233476,24.095,23.664679035966696,40.31666666666667,8583924,moscow
18440719,,RUB,48955393,8.727,8.413544708413577,23.233333333333334,87151721,moscow
5757062,,RUB,07368533,null,40.77704571145971,80.03333333333333,95684726,moscow
37932760,,RUB,46395068,21.829,18.82661189427264,29.883333333333333,4078652,troick
60882806,,RUB,46653344,14.808,14.840296577788044,19.,80626196,moscow
8943606,,RUB,39634995,4.006,3.6211085024372736,15.6,71265661,moscow
27040802,,RUB,4121681,3.069,2.4849660764465886,7.316666666666666,97182912,moscow
341320,,RUB,90637045,4.358,4.353304905985616,12.283333333333333,17337283,moscow
95366508,,RUB,22227102,11.015,6.3436407889052395,12.183333333333334,14309984,moscow
06429763,,RUB,37772678,31.109,24.652725249160078,42.21666666666667,97747635,moscow
15026758,,RUB,90637045,2.779,2.7562656120792677,6.383333333333334,15635524,moscow
87927565,,RUB,54348592,5.619,5.226241335396104,11.1,6656313,lyberci
95412995,,RUB,41522328,12.261,12.085828940114341,21.566666666666666,10782946,moscow
37495417,,RUB,03076344,1.085,1.6776366767524868,5.75,20118668,dolgoprudniy
3062447,,RUB,36931055,8.619,8.1997626349713,25.833333333333332,503197,moscow
60429412,,RUB,7433242,null,4.8137990589535296,7.466666666666667,98463779,moscow
69182119,,RUB,4272851,null,105.47947548975715,245.43333333333334,79774019,moscow
0923202,,RUB,56872166,8.145,8.618285131982121,21.116666666666667,04780929,moscow
33326945,,RUB,37772678,14.339,14.883080876508696,25.85,14926111,moscow
11698255,,RUB,40454339,12.812,7.043989266832695,16.283333333333335,2949925,moscow
10500759,,RUB,86751570,7.165,1.8628272843998268,7.45,83107329,moscow
57908682,,RUB,23235860,7.215,7.23738906047806,13.75,49233407,krasnogorsk
37986906,,RUB,83844849,32.513,32.70049205349893,43.55,86973555,moscow
66172747,,RUB,98111392,23.629,23.47771873200832,44.13333333333333,00532092,moscow
6477523,,RUB,93261902,1.95,1.4816461329056465,4.4,12852036,moscow
91787287,,RUB,7433242,null,11.82382167309045,21.766666666666666,86482934,moscow
50534789,,RUB,54727714,3.844,4.012859304028891,10.683333333333334,26423156,moscow
0186827,,RUB,16238153,13.283,14.634970602269265,30.266666666666666,39021480,moscow
53464939,,RUB,36931055,9.933,9.820134553320091,21.233333333333334,42384542,moscow
47947304,,RUB,76028546,null,2.640910353661276,6.916666666666667,98239774,moscow
54040586,,RUB,41522328,38.138,38.145387631829585,34.9,13788840,himki
69549886,,RUB,56872166,null,3.7195658977153334,14.383333333333333,62948985,moscow
69984739,,RUB,6652205,74.889,56.08537398077999,89.71666666666667,0680083,moscow
23522661,,RUB,76028546,13.896,8.765445508728313,20.65,99215751,moscow
13932181,,RUB,94414125,null,1.5649448087347482,4.7,00373174,moscow
92215101,,RUB,03357926,10.936,3.9556889805882807,8.283333333333333,7716267,moscow
72574909,,RUB,01459241,22.758,20.20580441225911,27.883333333333333,8014851,moscow
63354225,,RUB,06633550,25.799,26.261351926434646,53.916666666666664,00960910,balashiha
75597722,,RUB,86065307,2.328,2.6065434221899317,9.516666666666667,59961913,moscow
08349813,,RUB,92121386,1.148,1.337960668057714,3.0166666666666666,67184665,podolsk
7541570,,RUB,86438608,4.553,2.7641273287143817,10.233333333333333,53316706,moscow
41006642,,RUB,54131153,7.03,7.198799002256448,12.666666666666666,45622012,moscow
57686258,,RUB,22383534,2.206,2.1622927495642106,6.983333333333333,5459215,podolsk
66975620,,RUB,36098567,null,2.242043937504079,9.133333333333333,58991086,moscow
8657969,,RUB,3123193,36.652,36.88129274296537,48.86666666666667,93620805,dme
34028086,,RUB,76028546,3.836,2.9202752867337978,9.,95854744,moscow
6600031,,RUB,02110926,17.907,14.145391227373691,28.6,9786689,moscow
2521521,,RUB,83844849,null,39.016651665798875,76.75,85204275,moscow
67898849,,RUB,36931055,2.682,2.3190767664337653,7.966666666666667,23415268,moscow
88316268,,RUB,93261902,36.743,36.72915448297512,40.21666666666667,9695414,moscow
86466045,,RUB,52466634,21.598,18.986479036587077,29.783333333333335,87193594,mikhnevo
16490441,,RUB,48955393,6.772,6.0523285308825665,16.533333333333335,72297355,moscow
07573135,,RUB,16238153,3.879,3.7569059429595426,10.316666666666666,82223817,podolsk
79401093,,RUB,54348592,2.43,2.4014241404291443,5.883333333333334,89682508,moscow
40924549,,RUB,92121386,5.428,5.218610323558105,9.833333333333334,7958698,podolsk
7649637,,RUB,21631633,null,14.683555381538994,17.716666666666665,5462351,moscow
86439042,micro_code,RUB,48955393,3.831,3.9718293144667394,7.816666666666666,4858814,moscow
37955300,,RUB,17144870,3.468,4.20111738305205,8.333333333333334,38389266,odincovo
78591455,,RUB,7433242,28.906,26.562059375013238,31.75,62626177,moscow
96728780,,RUB,92121386,4.563,5.069283081064716,12.483333333333333,9867700,podolsk
97551835,,RUB,98111392,10.344,9.619281393128627,29.166666666666668,60001125,moscow
21098851,,RUB,01459241,12.428,13.360220016576921,22.85,27712835,himki
00953796,,RUB,22227102,1.754,1.5427113041019682,5.616666666666666,01554123,moscow
83823190,,RUB,39634995,2.81,2.8587936887294956,8.966666666666667,21929380,moscow
8395102,,RUB,22383534,null,7.1936142541071115,14.366666666666667,1707922,podolsk
37483687,,RUB,75540182,45.837,45.37112121810748,65.11666666666666,01386193,svo
60275121,,RUB,00125920,41.908,41.86494659425003,49.43333333333333,2409916,moscow
43180228,,RUB,4121681,7.743,7.72847200815809,9.85,05906644,moscow
54791913,,RUB,729088,17.575,20.540475537645538,37.35,86923810,lyberci
3621951,,RUB,94414125,1.69,1.8762279101511585,4.65,53907139,moscow
4952569,,RUB,22383534,4.522,4.373121124223942,9.216666666666667,9403763,podolsk
4645511,,RUB,41522328,7.346,7.473201146518947,22.966666666666665,1432839,balashiha
42070685,,RUB,56872166,2.449,3.0463324180507536,9.983333333333333,92790270,moscow
54696488,,RUB,17144870,2.348,2.5663946505497335,7.333333333333333,69845167,moscow
62782246,,RUB,18264942,30.256,26.197748050962545,36.9,53353615,mikhnevo
2539384,,RUB,54131153,24.083,18.063377471403143,45.71666666666667,44101438,moscow
49805187,,RUB,21631633,14.124,14.088974622005011,16.483333333333334,41056340,moscow
54384639,,RUB,96732632,6.39,6.4198896218904205,23.95,99889417,moscow
17694950,,RUB,7433242,null,3.3719512612988445,8.933333333333334,95405995,moscow
1762593,,RUB,4972061,null,114.07980974738017,244.48333333333332,53396197,moscow
89936230,,RUB,03076344,1.623,1.911325052225694,6.983333333333333,67832090,dolgoprudniy
35267866,,RUB,92121386,1.592,1.5693337097152598,4.833333333333333,34719213,podolsk
21297063,,RUB,7433242,3.975,3.5619916406794174,10.8,4784387,moscow
81146415,,RUB,22880700,5.609,5.815043914371599,14.016666666666667,71142644,pavlovskyposad
29850730,,RUB,27318902,29.591,23.496065826346364,47.2,8607273,lyberci
7317810,,RUB,79861330,23.319,22.93604243375308,39.13333333333333,35221528,zheleznodorozhny
46056702,,RUB,0490789,11.215,6.5405249583697005,30.833333333333332,04981212,moscow
3465997,,RUB,36098567,null,1.4474148445870991,6.166666666666667,58991086,moscow
57764553,,RUB,29119385,15.907,5.514074688132078,21.533333333333335,33004755,moscow
60686417,,RUB,9112469,85.463,83.50735409685221,120.85,46238700,korolev
15553582,,RUB,4121681,15.381,6.633054678483923,25.15,95079699,moscow
99009507,,RUB,94708038,null,4.736249641454947,11.616666666666667,74334563,moscow
16360084,,RUB,93261902,2.317,2.3232226499115463,7.183333333333334,77047084,moscow
88428222,,RUB,65014768,null,7.356470268920851,35.3,61701971,moscow
43092078,,RUB,75540182,2.82,3.0036048377910842,6.666666666666667,26245994,podolsk
31832286,,RUB,3123193,null,10.000454812762154,22.833333333333332,04469430,moscow
9502263,,RUB,82646235,3.046,3.01715191300371,16.566666666666666,8750735,moscow
85086274,,RUB,60828053,null,23.266321089268224,43.11666666666667,03541619,moscow
04608548,,RUB,65014768,26.452,3.0063465047580573,16.15,88437891,moscow
31957612,,RUB,6491296,null,46.020459867455266,54.55,18158931,dme
49800579,,RUB,56475593,null,4.190162196351937,10.766666666666667,0285392,moscow
09418077,,RUB,6491296,null,51.88157315310869,46.95,18158931,dme
94121168,,RUB,81854651,null,4.819391623007915,15.266666666666667,2279844,vidnoe
87339333,,RUB,81854651,null,3.2894142725841737,8.633333333333333,75703867,vidnoe
59903525,,RUB,68827832,null,2.2312407828715606,7.983333333333333,79027488,himki
09331286,,RUB,81854651,22.936,23.03396823751262,32.13333333333333,67832084,vidnoe
89346995,,RUB,36098567,null,3.1891000635318063,9.733333333333333,68812399,moscow
08264651,,RUB,56829931,3.274,3.2929217368542543,6.766666666666667,51247200,odincovo
62265547,,RUB,10832805,null,1.2944315796366566,7.95,41194569,moscow
84104053,,RUB,60828053,null,9.53673799483653,21.416666666666668,62516689,moscow
12277560,,RUB,40371096,11.418,11.320108741565322,24.283333333333335,34724505,balashiha
28465798,,RUB,6491296,38.003,38.101056186766684,39.28333333333333,3629158,dme
67151201,,RUB,22643084,7.763,6.963382635150751,13.6,03031002,moscow
56371436,,RUB,11213429,null,1.5628879235715563,5.233333333333333,48142772,moscow
51416615,,RUB,3123193,17.82,18.352611444563298,40.53333333333333,28305112,moscow
52003287,,RUB,76028546,7.138,7.193926905770463,14.633333333333333,86860111,moscow
41796207,,RUB,22643084,0.988,1.021409246473746,3.75,8615574,moscow
8885630,,RUB,56872166,22.598,8.633613751815643,25.216666666666665,9229656,moscow
64549533,,RUB,03357926,4.599,4.593025444434228,10.55,75738982,moscow
8493457,,RUB,71032566,9.315,9.381487850497615,15.383333333333333,87690450,moscow
28452932,,RUB,65014768,34.325,29.51655301375312,45.21666666666667,64869430,moscow
30689571,,RUB,2195293,null,8.869154202772535,13.483333333333333,13684808,odincovo
13308071,,RUB,75540182,3.205,3.1928141302520374,9.116666666666667,07805877,podolsk
69492180,,RUB,60828053,10.339,10.586159321690182,38.86666666666667,320810,moscow
1674798,,RUB,668817,null,0.740339114704476,12.933333333333334,55730624,korolev
1232457,,RUB,93261902,1.814,1.8746838532617482,5.883333333333334,9837493,moscow
02622898,,RUB,6491296,null,87.77825450853,103.1,12496184,dme
2632258,,RUB,33444546,null,0.932427740338511,5.166666666666667,58991086,moscow
88052512,,RUB,1996092,7.514,8.380812333608466,18.55,78777829,lyberci
50684913,,RUB,3123193,null,2.7816086184324385,9.2,39084223,moscow
51379614,,RUB,82646235,9.081,9.096308035153914,18.45,71936114,moscow
9682061,,RUB,34460884,3.6,3.6508996888284413,10.8,4686828,moscow
5224615,,RUB,6491296,null,60.19051219505831,76.03333333333333,60104389,dme
28913533,,RUB,22383534,17.384,17.514788351121723,21.45,90679555,moscow
07345191,,RUB,1011989,null,9.746250587544655,16.716666666666665,91229599,mytishchi
78856755,,RUB,98111392,2.679,3.599273482239034,8.766666666666667,60899727,moscow
28294328,,RUB,22643084,4.736,4.816389817939666,12.533333333333333,35643405,moscow
75623498,,RUB,56872166,3.545,2.3052948312403494,4.666666666666667,74782211,moscow
13827399,,RUB,82646235,6.963,7.21702828692556,15.6,1715306,moscow
86307878,,RUB,56475593,null,1.020454623316677,4.116666666666666,43916026,moscow
73140245,,RUB,10155951,12.277,12.366997548672563,15.583333333333334,2385221,chehov
3035148,,RUB,73632113,null,1.0499066150125356,4.366666666666666,50564894,moscow
19170149,,RUB,7433242,null,30.678569370229148,42.8,17260467,moscow
25826047,,RUB,3636635,null,4.1181463494155945,11.316666666666666,93005217,moscow
10462455,,RUB,18264942,0.001,1.3887224745819358,3.466666666666667,1472326,chehov
3520442,,RUB,75540182,5.061,5.092612736594013,14.166666666666666,90158476,podolsk
72180962,,RUB,83844849,4.458,4.641548861943721,8.933333333333334,30671340,moscow
6592147,,RUB,75732898,51.087,40.55185370357303,58.55,49393016,moscow
80627602,,RUB,56872166,null,2.79419732611552,8.433333333333334,04574460,moscow
36644279,,RUB,66809212,null,5.880006308909592,13.433333333333334,00469423,krasnogorsk
41671631,,RUB,21292414,null,3.952912107671212,11.616666666666667,40635264,moscow
80244346,,RUB,22643084,4.775,4.838122112876604,12.55,94402648,moscow
3825370,,RUB,31907185,null,1.3087521357219776,4.283333333333333,99251227,moscow
88765258,,RUB,56872166,3.628,2.490773831034548,5.716666666666667,27549167,moscow
01613750,,RUB,5993642,4.412,4.424987654770127,11.666666666666666,99850511,vidnoe
28641219,,RUB,81854651,41.969,25.06734594477979,39.53333333333333,0386612,moscow
23712487,,RUB,94708038,null,2.762000020489619,8.233333333333333,67446265,moscow
82372773,,RUB,66809212,null,5.178504532466215,11.2,82254313,moscow
8594423,,RUB,12700954,2.385,2.918950747325335,6.716666666666667,91397188,serpukhov
1553788,,RUB,74391989,11.358,11.120153431769593,18.9,61541956,moscow
91652353,,RUB,98111392,28.992,28.636648002758825,32.15,2659521,moscow
20562850,,RUB,56872166,4.275,2.8416342628925984,6.,7796747,moscow
807552,,RUB,46051150,null,4.971776951340898,12.383333333333333,06591799,moscow
6784068,,RUB,46653344,40.591,41.193398449192,46.93333333333333,56484672,pushkino
19425333,,RUB,71032566,22.412,12.812246210715777,32.68333333333333,6743620,moscow
52905407,,RUB,18264942,6.082,6.24860476477279,9.816666666666666,99237051,chehov
79443132,,RUB,36098567,null,1.0910556129168687,4.9,58991086,moscow
93760196,,RUB,10832805,null,2.2545029201152365,9.083333333333334,41194569,moscow
191517,,RUB,34460884,null,29.362621760390514,56.31666666666667,08487765,moscow
8239597,,RUB,83844849,14.245,14.203168690454078,18.316666666666666,44239443,moscow
33794142,,RUB,3536466,77.088,76.44848094946892,76.63333333333334,97069265,moscow
85416533,,RUB,76028546,23.328,25.97940634862103,38.06666666666667,08519683,odincovo
25329467,,RUB,86751570,4.589,5.2300528663872665,11.533333333333333,17326857,moscow
0075699,,RUB,82646235,15.143,15.1329607557688,18.716666666666665,8014425,moscow
10887936,,RUB,22383534,31.577,31.610654297317602,34.666666666666664,64915267,moscow
47294619,,RUB,9112469,53.292,52.40905200571726,81.71666666666667,8658627,moscow
03130410,,RUB,0635650,2.144,2.1216241372300852,4.6,70702234,zheleznodorozhny
43755971,,RUB,22643084,2.657,2.9455220433022924,8.9,6422785,moscow
26743891,,RUB,56872166,6.177,4.6494158824435745,10.,6426582,moscow
04243812,,RUB,66809212,null,4.2419505833173385,8.1,71926975,moscow
7219666,,RUB,5993642,22.422,22.7252334461909,39.05,88265935,vidnoe
2799795,,RUB,25217205,24.176,24.17332716535009,29.433333333333334,25748121,moscow
9751973,,RUB,74391989,6.524,5.980046592960091,13.716666666666667,87468470,moscow
2371503,,RUB,81028125,2.033,2.4211032615747405,6.,01949687,lyberci
82693238,,RUB,9871171,null,3.106256410427693,11.716666666666667,08531153,moscow
77875977,,RUB,6383411,1.425,1.397981677004015,6.4,26567583,moscow
66130145,,RUB,93261902,null,1.1460977796224316,4.733333333333333,16848287,moscow
16362101,,RUB,7433242,23.373,23.372854964683984,42.833333333333336,76003705,moscow
6160257,,RUB,2195293,null,8.482788216587927,20.2,52691743,moscow
82130544,,RUB,40454339,4.5,4.865601147534111,9.816666666666666,93546747,moscow
1750731,,RUB,68827832,8.209,8.708535927083943,31.4,90615785,himki
3158325,,RUB,93261902,1.419,1.4572668243596236,5.966666666666667,75032670,moscow
3858845,,RUB,56829931,5.416,7.107418996394552,15.533333333333333,9066284,moscow
62167935,,RUB,12197671,null,6.574569950496259,25.316666666666666,01669775,lyberci
86469500,,RUB,75732898,11.663,11.683208539810973,16.2,50382356,ramenskoe
44838628,,RUB,46051150,5.317,4.927885919875775,16.55,48165306,moscow
83502870,,RUB,28970907,null,9.956100596020546,21.616666666666667,89878892,moscow
62939734,,RUB,86751570,25.104,25.236711276090894,32.916666666666664,0294151,troick
98748773,,RUB,7633888,2.019,1.282804920506982,4.616666666666666,31466422,moscow
29452670,,RUB,54360071,12.488,12.29006888276794,22.866666666666667,37311131,ramenskoe
88103246,,RUB,94708038,null,2.3070228349642794,8.016666666666667,00334335,moscow
96399976,,RUB,2233476,6.807,6.710455361808816,17.8,09137897,moscow
40576762,,RUB,56475593,null,6.6199876174492225,13.266666666666667,49252553,moscow
81189426,,RUB,16238153,null,146.9518512649621,174.28333333333333,88425368,moscow
46774766,,RUB,6775412,49.27,49.099824436830396,45.63333333333333,07902516,domodedovo
3948496,,RUB,82646235,null,12.52849364865142,38.18333333333333,0624957,moscow
17085922,,RUB,1996092,null,3.8263811599860156,8.2,60335220,lyberci
7361125,,RUB,81854651,4.903,4.87007815068726,13.45,09643408,lyberci
07374801,,RUB,29119385,21.29,20.18776553690668,55.233333333333334,63247183,moscow
57507981,,RUB,20999223,7.901,7.94706869322799,10.883333333333333,4662732,serpukhov
40518517,,RUB,6383411,19.751,18.906387541100422,21.7,0605489,moscow
4853800,,RUB,38907466,19.155,17.031947479758752,27.066666666666666,2001816,moscow
58959507,,RUB,1794032,null,2.7243628022050204,5.316666666666666,55759020,moscow
32150678,,RUB,46395068,4.552,4.74825519209358,8.916666666666666,79530891,electrostal
43352669,,RUB,83844849,2.49,2.757246950602945,6.816666666666666,3831585,moscow
64784795,,RUB,1794032,2.556,2.828685919715711,6.65,56516806,moscow
7994384,,RUB,6491296,14.425,12.691177416774458,19.966666666666665,897144,moscow
2441739,,RUB,1996092,4.68,4.913704773987317,11.2,497209,lyberci
44770409,,RUB,46395068,2.695,2.7131739691190364,4.583333333333333,89643264,electrostal
8573535,micro_code,RUB,54131153,28.68,28.740753290820194,33.13333333333333,58485010,moscow
2038171,,RUB,1794032,null,11.402532694037406,28.15,68254542,moscow
19727873,,RUB,6491296,null,4.074068068667094,11.8,72467199,moscow
36252349,,RUB,94414125,5.851,6.300651654361395,12.333333333333334,80605867,moscow
59670358,,RUB,6383411,24.052,23.907674874956495,30.483333333333334,989341,moscow
54440688,,RUB,6491296,null,17.71147136725137,20.633333333333333,73931064,moscow
6605497,,RUB,54131153,null,20.66252334613034,28.8,6137444,monino
98123324,,RUB,83844849,5.931,5.926580874899647,11.616666666666667,9661713,moscow
06552961,,RUB,54131153,null,41.71213706113339,50.86666666666667,5203499,pushkino
84310682,,RUB,94414125,null,26.70522373200948,30.616666666666667,40861338,moscow
3578009,,RUB,1996092,1.711,1.7111951321522971,4.766666666666667,48160156,lyberci
41815089,,RUB,94414125,4.506,4.632334416155534,9.65,53209213,moscow
48612735,,RUB,74391989,17.983,17.956564777477745,18.916666666666668,12515435,krasnogorsk
8755798,,RUB,46395068,null,6.990601652777219,9.85,82238487,electrostal
90031321,,RUB,46395068,14.95,14.98517771445579,15.3,8118932,electrostal
5953195,,RUB,54131153,null,12.384074863079618,18.8,0629077,monino
31591101,,RUB,46395068,93.911,95.84536040460883,82.43333333333334,4057765,electrostal
84732786,,RUB,86065307,26.883,22.375231568886427,23.266666666666666,51192140,moscow
5720504,,RUB,94414125,10.51,10.879905363720864,18.666666666666668,05216730,dzerzhinsky
800302,,RUB,94414125,null,0.6881719709638282,1.9833333333333334,86843307,lytkarino
52945304,,RUB,86065307,15.156,15.24726596264072,15.35,40540386,moscow
07876332,,RUB,05023189,5.443,5.486516217145797,8.433333333333334,93112688,moscow
43716427,,RUB,54131153,83.646,72.76142653348168,75.18333333333334,1739522,pushkino
56090061,,RUB,6491296,28.264,23.07725507636929,28.466666666666665,34325767,moscow
68560569,,RUB,74391989,59.381,58.13237002308161,54.516666666666666,2305253,moscow
02201136,,RUB,1996092,3.67,3.78288835633675,10.283333333333333,39460353,lyberci
88843798,,RUB,36931055,24.233,10.576596138539935,16.383333333333333,8458355,moscow
84138754,,RUB,94414125,8.786,8.755618503072212,10.966666666666667,03871575,dzerzhinsky
66150677,,RUB,6491296,29.676,29.686340389448876,29.95,61914846,moscow
97742185,,RUB,86065307,1.736,2.84875396247612,4.316666666666666,3649384,himki
28056581,,RUB,83844849,11.38,11.570235770166391,16.683333333333334,63358511,moscow
16875425,,RUB,58984135,66.563,52.54872663120177,55.03333333333333,32280288,moscow
47766799,,RUB,16238153,3.624,3.580422173533805,7.783333333333333,7880726,podolsk
26472131,,RUB,54131153,13.371,13.648982964682192,20.633333333333333,73448414,vko
487766,,RUB,01459241,31.864,31.922028976743498,32.31666666666667,66206212,moscow
12991273,,RUB,74391989,37.661,37.54337252730781,39.78333333333333,4171000,moscow
3384979,,RUB,46653344,53.699,53.41854308612491,56.016666666666666,7580836,pushkino
60512225,,RUB,86065307,3.422,3.362495001430489,5.2,72325723,moscow
77490441,,RUB,54131153,31.497,30.32752930384361,32.5,8605794,odincovo
36907590,,RUB,1996092,20.936,23.293841192180416,31.316666666666666,38389286,lyberci
5301731,,RUB,9871171,null,3.2224360979327105,10.766666666666667,19158169,moscow
9867197,,RUB,0990780,3.394,3.444914806156036,9.8,30909551,moscow
04334309,,RUB,22227102,3.038,3.132441894552118,9.116666666666667,86449806,moscow
3593307,,RUB,83949882,13.402,8.65284058405754,17.45,46110988,moscow
27282318,,RUB,04452599,38.641,23.87614755803264,47.483333333333334,05962154,moscow
1697903,,RUB,92777159,null,0.6077705212037594,4.633333333333334,03659318,moscow
49106584,,RUB,4121681,5.292,5.265148520713381,12.9,97402038,moscow
6578992,,RUB,56475593,null,1.1754684849160215,4.75,35001954,moscow
87826044,,RUB,76028546,8.267,11.219469045988948,20.166666666666668,35427126,vidnoe
7780509,,RUB,729088,11.392,11.333314154275486,24.15,46781221,moscow
01267998,,RUB,67724939,1.92,1.9250733724416476,5.483333333333333,7411749,narofominsk
77649953,,RUB,6383411,57.864,50.962417501267595,87.68333333333334,58045724,moscow
86601098,,RUB,67724939,2.409,2.2646793004225665,5.8,78959553,narofominsk
01183416,,RUB,11213429,null,1.8723559766625777,6.,52691743,reutov
7885342,,RUB,73632113,null,18.82062315952808,24.15,01302386,moscow
14916907,,RUB,6652205,null,15.004057005916776,23.783333333333335,32152926,moscow
